city,state,quarter,year,qtr,rents,prop_price,dwell_total,dwell_private,dwell_public,net_overseas,net_interstate,net_migration,wpi,employment,labor_income,gfcf_public,gfcf_private,housing_services,cash_rate,prop_price_8cities,treated,post_2017,treat_post
Adelaide,SA,1/09/2006,2006,3,79.1,75.6,2777,2629,149,3480,-1051,2429,91.5,756.1,8181,701,3599,1828,5.9133,80,0,0,0
Adelaide,SA,1/12/2006,2006,4,79.9,77,2410,2230,180,4820,-1032,3788,92.6,760,8461,663,3673,1853,6.1467,80.9,0,0,0
Adelaide,SA,1/03/2007,2007,1,80.6,81.6,2394,2248,146,2630,-784,1846,93.1,754.7,8749,613,3944,1881,6.25,84.3,0,0,0
Adelaide,SA,1/06/2007,2007,2,81.7,86.6,2914,2751,162,3350,-887,2463,94.8,756.9,8827,665,3862,1913,6.25,87.5,0,0,0
Adelaide,SA,1/09/2007,2007,3,82.2,92.4,3000,2801,199,3020,-957,2063,95.9,764.6,8810,568,3670,1935,6.4,91.2,0,0,0
Adelaide,SA,1/12/2007,2007,4,83.6,95.3,2530,2340,190,5240,-1349,3891,96.8,773,8863,738,3767,1983,6.65,91.8,0,0,0
Adelaide,SA,1/03/2008,2008,1,84.7,94.6,2967,2859,108,3720,-1023,2697,97.4,776.8,9336,697,3718,2022,6.9767,91,0,0,0
Adelaide,SA,1/06/2008,2008,2,85.7,94.5,2876,2804,73,4710,-1126,3584,98.5,778.6,9401,851,3932,2060,7.25,88.7,0,0,0
Adelaide,SA,1/09/2008,2008,3,86.8,94.2,3020,2946,73,3950,-1416,2534,99.9,788.7,9451,889,4059,2099,7.1733,87.5,0,0,0
Adelaide,SA,1/12/2008,2008,4,88.2,93.3,2737,2695,41,5570,-1146,4424,100.6,788.2,9737,910,3773,2148,5.2867,86.8,0,0,0
Adelaide,SA,1/03/2009,2009,1,89.4,95.8,2656,2598,58,3780,-708,3072,101,785.7,9687,990,4047,2192,3.6167,90.4,0,0,0
Adelaide,SA,1/06/2009,2009,2,90.4,97.6,3116,3038,77,4610,-405,4205,101.7,789.9,9666,947,3897,2234,3.02,94.4,0,0,0
Adelaide,SA,1/09/2009,2009,3,91.1,101.4,3218,3129,90,3230,-787,2443,102.3,786.1,9805,2061,4023,2258,3,99.6,0,0,0
Adelaide,SA,1/12/2009,2009,4,91.7,102.7,2857,2748,109,4360,-847,3513,103.2,791.4,9723,1448,3821,2295,3.4767,103.209,0,0,0
Adelaide,SA,1/03/2010,2010,1,92.7,104.7,3153,2882,271,2350,-666,1684,103.9,801.4,9899,1366,3778,2338,3.8267,104.6926,0,0,0
Adelaide,SA,1/06/2010,2010,2,94.3,104.4,2746,2363,383,2510,-805,1705,105.1,793.4,10195,1229,3890,2386,4.3967,103.8676,0,0,0
Adelaide,SA,1/09/2010,2010,3,94.8,105,3507,2841,666,1680,-712,968,106.3,803,10357,1451,3937,2416,4.5,102.3567,0,0,0
Adelaide,SA,1/12/2010,2010,4,95.8,103.3,2613,2301,312,2940,-397,2543,106.9,803.4,10644,1338,4059,2459,4.66,102.0289,0,0,0
Adelaide,SA,1/03/2011,2011,1,96.7,101,3341,3136,205,2050,-689,1361,107.3,804.3,10813,1322,3965,2500,4.75,101.3277,0,0,0
Adelaide,SA,1/06/2011,2011,2,98.2,100.3,2777,2458,319,2780,-854,1926,108.6,809.2,10818,1183,4314,2546,4.75,99.837,0,0,0
Adelaide,SA,1/09/2011,2011,3,98.8,100.3,2686,2523,163,2690,-857,1833,109.8,809.6,10955,1215,4059,2574,4.75,98.5878,0,0,0
Adelaide,SA,1/12/2011,2011,4,99.8,99.4,2157,2125,32,4270,-943,3327,110.5,810.3,10923,1210,4166,2606,4.52,99.1511,0,0,0
Adelaide,SA,1/03/2012,2012,1,100.4,99.9,2563,2368,195,2630,-564,2066,111,810.1,11193,1190,4468,2629,4.25,99.7699,0,0,0
Adelaide,SA,1/06/2012,2012,2,101.1,99.4,2308,2125,183,2860,-1038,1822,112.5,805.8,11535,1331,4240,2659,3.8533,100.1815,0,0,0
Adelaide,SA,1/09/2012,2012,3,101.8,100.1,2175,2047,128,2110,-1270,840,113.2,803.6,11391,1175,4153,2690,3.5,101.2338,0,0,0
Adelaide,SA,1/12/2012,2012,4,102.3,100,1726,1696,30,3980,-1269,2711,114.2,811,11495,1175,4227,2709,3.1833,103.0722,0,0,0
Adelaide,SA,1/03/2013,2013,1,102.9,100.7,2210,2088,122,2730,-1183,1547,114.7,811.3,11369,1326,4167,2735,3,105.5463,0,0,0
Adelaide,SA,1/06/2013,2013,2,103.7,101.4,2397,2227,170,3160,-974,2186,116.3,813.1,11403,1322,4136,2754,2.85,108.0979,0,0,0
Adelaide,SA,1/09/2013,2013,3,104,105.2,2312,2210,102,2270,-1318,952,117.2,799.1,11506,1213,4389,2764,2.6,111.6607,0,0,0
Adelaide,SA,1/12/2013,2013,4,104.8,106.5,2015,1925,90,4060,-837,3223,117.9,798,11578,1141,4234,2785,2.5,114.534,0,0,0
Adelaide,SA,1/03/2014,2014,1,105.2,106.7,2353,2170,183,2150,-760,1390,118.2,796.6,11580,1073,4177,2804,2.5,116.722,0,0,0
Adelaide,SA,1/06/2014,2014,2,105.7,107.3,3137,2857,280,2570,-925,1645,119.4,802.9,11720,966,4605,2820,2.5,118.7932,0,0,0
Adelaide,SA,1/09/2014,2014,3,106.1,108.6,2882,2757,124,2190,-1133,1057,120.2,804.3,11820,1088,4508,2839,2.5,121.3397,0,0,0
Adelaide,SA,1/12/2014,2014,4,106.6,109.4,2574,2460,115,4300,-937,3363,120.9,799,12018,872,4718,2860,2.5,124.7193,0,0,0
Adelaide,SA,1/03/2015,2015,1,107.1,110,3075,2964,111,2100,-1573,527,121.1,801.3,12056,913,4803,2883,2.3433,130.728,0,0,0
Adelaide,SA,1/06/2015,2015,2,107.4,111.4,2654,2599,56,2710,-1271,1439,122.2,804.9,12145,1002,4501,2904,2.0967,134.4096,0,0,0
Adelaide,SA,1/09/2015,2015,3,107.8,112.8,2653,2609,44,2150,-1973,177,123,801.1,12089,937,4647,2921,2,133.617,0,0,0
Adelaide,SA,1/12/2015,2015,4,107.9,113.5,2227,2193,35,3900,-1867,2033,123.5,806.5,12000,1032,4492,2937,2,133.0015,0,0,0
Adelaide,SA,1/03/2016,2016,1,108.3,114.6,2530,2465,64,2530,-2104,426,123.8,807.9,11992,1115,4237,2952,2,134.7943,0,0,0
Adelaide,SA,1/06/2016,2016,2,108.5,115.7,2513,2465,48,3420,-1420,2000,125,810.8,12245,1170,4098,2964,1.84,139.1809,0,0,0
Adelaide,SA,1/09/2016,2016,3,108.9,117.7,2681,2632,49,2260,-2305,-45,125.7,811.4,12160,1133,4223,2981,1.59,144.1011,0,0,0
Adelaide,SA,1/12/2016,2016,4,108.9,119.8,2545,2449,97,4220,-1346,2874,126.2,814.4,12280,1236,4314,2993,1.5,148.5361,0,0,0
Adelaide,SA,1/03/2017,2017,1,109,120.4,2131,2088,43,2280,-1229,1051,126.4,819.6,12490,1179,4747,3009,1.5,151.0589,0,1,0
Adelaide,SA,1/06/2017,2017,2,109.1,121,2506,2445,61,3570,-1202,2368,127.5,819.6,12615,3817,2088,3031,1.5,151.5675,0,1,0
Adelaide,SA,1/09/2017,2017,3,109.1,121.8,3102,3002,101,2030,-1641,389,128.1,829.4,12891,820,5225,3051,1.5,150.8515,0,1,0
Adelaide,SA,1/12/2017,2017,4,109.1,123,2317,2274,43,4710,-950,3760,128.9,830.6,13048,1578,4734,3076,1.5,150.64,0,1,0
Adelaide,SA,1/03/2018,2018,1,109.5,123.3,2818,2793,25,2400,-879,1521,129.1,842.4,13115,1553,4788,3099,1.5,149.0669,0,1,0
Adelaide,SA,1/06/2018,2018,2,109.9,123.8,2746,2703,43,4320,-704,3616,130.3,844.5,13103,1419,5101,3128,1.5,146.594,0,1,0
Adelaide,SA,1/09/2018,2018,3,110,123.9,3917,3895,22,2530,-1154,1376,131.1,840.5,13255,1558,4894,3150,1.5,142.227,0,1,0
Adelaide,SA,1/12/2018,2018,4,110.3,123.7,2500,2468,32,5170,-619,4551,131.6,845.4,13397,1720,4952,3183,1.5,139.6715,0,1,0
Adelaide,SA,1/03/2019,2019,1,110.7,122.8,2901,2873,28,3120,-836,2284,131.9,852.2,13725,1437,5109,3207,1.5,139.5349,0,1,0
Adelaide,SA,1/06/2019,2019,2,110.8,122.4,2145,2110,35,5080,-773,4307,133.3,862.8,13957,1337,5023,3231,1.4267,145.1694,0,1,0
Adelaide,SA,1/09/2019,2019,3,111,124.4,2423,2352,71,3270,-657,2613,134.1,858.1,14150,1467,4938,3249,1.0067,151.9464,0,1,0
Adelaide,SA,1/12/2019,2019,4,111.4,124.9,2350,2318,32,6560,-73,6487,134.6,854.3,14147,1393,5035,3279,0.7533,155.3741,0,1,0
Adelaide,SA,1/03/2020,2020,1,112,123.6,2301,2239,63,20,250,270,135.1,862.3,14327,1422,4955,3321,0.6433,152.0272,0,1,0
Adelaide,SA,1/06/2020,2020,2,112.1,125.9,2916,2841,75,-1230,89,-1141,135.7,825.2,14200,1388,4804,3355,0.25,152.8894,0,1,0
